State/UT & Code,Constituency Name & Code,Code Name,Category,Men,Women,Third Gender,Total,state_name_raw,state_code,state_canonical,constituency_name,constituency_type,category_clean,total_recomputed,total_missing,total_diff
Karnataka-S10,Uttara Kannada-GEN,S10_12,Voters - Proxy,,,,0.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Voters - Proxy,0.0,False,0.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Voters - Postal,,,,7859.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Voters - Postal,0.0,False,7859.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Voters - Total,,,,1263871.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Voters - Total,0.0,False,1263871.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,,,,0.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,0.0,False,0.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Voters - Polling Percentage,,,,76.8,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Voters - Polling Percentage,0.0,False,76.8
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Total Votes Polled On Evm,,,,1256012.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Total Votes Polled On Evm,0.0,False,1256012.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Total Deducted Votes From Evm,,,,10151.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Total Deducted Votes From Evm,0.0,False,10151.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Total Valid Votes Polled On Evm,,,,1245861.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Total Valid Votes Polled On Evm,0.0,False,1245861.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Postal Votes Counted,,,,7859.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Postal Votes Counted,0.0,False,7859.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Postal Votes Deducted,,,,1135.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Postal Votes Deducted,0.0,False,1135.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Valid Postal Votes,,,,6724.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Valid Postal Votes,0.0,False,6724.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Total Valid Votes Polled,,,,1252585.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Total Valid Votes Polled,0.0,False,1252585.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Test Votes Polled On Evm,,,,0.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Test Votes Polled On Evm,0.0,False,0.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Votes Polled For 'Nota'(Including Postal),,,,10176.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Votes Polled For 'Nota'(Including Postal),0.0,False,10176.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Votes - Tendered Votes,,,,1.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Votes - Tendered Votes,0.0,False,1.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Polling Station - Number,,,,1977.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Polling Station - Number,0.0,False,1977.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Polling Station - Average Electors Per Polling,,,,832.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Polling Station - Average Electors Per Polling,0.0,False,832.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Polling Station - Dates(S) Of Re-Poll If Any,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Polling Station - Dates(S) Of Re-Poll If Any,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Dates - Polling Date - 13/05/2024,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Dates - Polling Date - 13/05/2024,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Dates - Counting Date - 04/06/2024,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Dates - Counting Date - 04/06/2024,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,"Dates - Declaration Of
Result Date - 04/06/2024",,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,"Dates - Declaration Of
Result Date - 04/06/2024",0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Candidate -Winner: - Gumma Thanuja Rani,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Candidate -Winner: - Gumma Thanuja Rani,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Winner - Votes ,,,,477005.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Winner - Votes,0.0,False,477005.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Party Runner-Up: - Bharatiya Janata Party,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Party Runner-Up: - Bharatiya Janata Party,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Candidate Runner-Up: - Kothapalli Geetha,,,,445067.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Candidate Runner-Up: - Kothapalli Geetha,0.0,False,445067.0
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Candidate Votes ,,,,,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Candidate Votes,0.0,True,
Karnataka-S10,Uttara Kannada-GEN,S10_12,Result - Votes- Margin,,,,337428.0,Karnataka,S10,Karnataka,Uttara Kannada,GEN,Result - Votes- Margin,0.0,False,337428.0
Karnataka-S10,Davanagere-GEN,S10_13,Candidates - Nominated,34.0,6.0,0.0,40.0,Karnataka,S10,Karnataka,Davanagere,GEN,Candidates - Nominated,40.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Candidates - Nomination Rejected,6.0,1.0,0.0,7.0,Karnataka,S10,Karnataka,Davanagere,GEN,Candidates - Nomination Rejected,7.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Candidates - Withdrawn,3.0,0.0,0.0,3.0,Karnataka,S10,Karnataka,Davanagere,GEN,Candidates - Withdrawn,3.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Candidates - Contested,25.0,5.0,0.0,30.0,Karnataka,S10,Karnataka,Davanagere,GEN,Candidates - Contested,30.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Candidates - Forfeited Deposit,25.0,3.0,0.0,28.0,Karnataka,S10,Karnataka,Davanagere,GEN,Candidates - Forfeited Deposit,28.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Electors - General,851957.0,857107.0,137.0,1709201.0,Karnataka,S10,Karnataka,Davanagere,GEN,Electors - General,1709201.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Electors - Overseas,33.0,10.0,0.0,43.0,Karnataka,S10,Karnataka,Davanagere,GEN,Electors - Overseas,43.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Electors - Service,553.0,12.0,0.0,565.0,Karnataka,S10,Karnataka,Davanagere,GEN,Electors - Service,565.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Electors - Total,852543.0,857129.0,137.0,1709809.0,Karnataka,S10,Karnataka,Davanagere,GEN,Electors - Total,1709809.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - General,668085.0,647830.0,36.0,1315951.0,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - General,1315951.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - Overseas,0.0,0.0,0.0,0.0,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - Overseas,0.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - Proxy,,,,0.0,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - Proxy,0.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - Postal,,,,5277.0,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - Postal,0.0,False,5277.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - Total,,,,1321228.0,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - Total,0.0,False,1321228.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,,,,0.0,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,0.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Voters - Polling Percentage,,,,77.27,Karnataka,S10,Karnataka,Davanagere,GEN,Voters - Polling Percentage,0.0,False,77.27
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Total Votes Polled On Evm,,,,1315951.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Total Votes Polled On Evm,0.0,False,1315951.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Total Deducted Votes From Evm,,,,3165.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Total Deducted Votes From Evm,0.0,False,3165.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Total Valid Votes Polled On Evm,,,,1312786.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Total Valid Votes Polled On Evm,0.0,False,1312786.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Postal Votes Counted,,,,5277.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Postal Votes Counted,0.0,False,5277.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Postal Votes Deducted,,,,871.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Postal Votes Deducted,0.0,False,871.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Valid Postal Votes,,,,4406.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Valid Postal Votes,0.0,False,4406.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Total Valid Votes Polled,,,,1317192.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Total Valid Votes Polled,0.0,False,1317192.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Test Votes Polled On Evm,,,,0.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Test Votes Polled On Evm,0.0,False,0.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Votes Polled For 'Nota'(Including Postal),,,,3176.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Votes Polled For 'Nota'(Including Postal),0.0,False,3176.0
Karnataka-S10,Davanagere-GEN,S10_13,Votes - Tendered Votes,,,,3.0,Karnataka,S10,Karnataka,Davanagere,GEN,Votes - Tendered Votes,0.0,False,3.0
Karnataka-S10,Davanagere-GEN,S10_13,Polling Station - Number,,,,1946.0,Karnataka,S10,Karnataka,Davanagere,GEN,Polling Station - Number,0.0,False,1946.0
Karnataka-S10,Davanagere-GEN,S10_13,Polling Station - Average Electors Per Polling,,,,879.0,Karnataka,S10,Karnataka,Davanagere,GEN,Polling Station - Average Electors Per Polling,0.0,False,879.0
Karnataka-S10,Davanagere-GEN,S10_13,Polling Station - Dates(S) Of Re-Poll If Any,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Polling Station - Dates(S) Of Re-Poll If Any,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Dates - Polling Date - 13/05/2024,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Dates - Polling Date - 13/05/2024,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Dates - Counting Date - 04/06/2024,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Dates - Counting Date - 04/06/2024,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,"Dates - Declaration Of
Result Date - 04/06/2024",,,,,Karnataka,S10,Karnataka,Davanagere,GEN,"Dates - Declaration Of
Result Date - 04/06/2024",0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Result - Candidate -Winner: - Gumma Thanuja Rani,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Candidate -Winner: - Gumma Thanuja Rani,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Result - Winner - Votes ,,,,477005.0,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Winner - Votes,0.0,False,477005.0
Karnataka-S10,Davanagere-GEN,S10_13,Result - Party Runner-Up: - Bharatiya Janata Party,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Party Runner-Up: - Bharatiya Janata Party,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Result - Candidate Runner-Up: - Kothapalli Geetha,,,,606965.0,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Candidate Runner-Up: - Kothapalli Geetha,0.0,False,606965.0
Karnataka-S10,Davanagere-GEN,S10_13,Result - Candidate Votes ,,,,,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Candidate Votes,0.0,True,
Karnataka-S10,Davanagere-GEN,S10_13,Result - Votes- Margin,,,,26094.0,Karnataka,S10,Karnataka,Davanagere,GEN,Result - Votes- Margin,0.0,False,26094.0
Karnataka-S10,Shimoga-GEN,S10_14,Candidates - Nominated,25.0,2.0,0.0,27.0,Karnataka,S10,Karnataka,Shimoga,GEN,Candidates - Nominated,27.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Candidates - Nomination Rejected,1.0,0.0,0.0,1.0,Karnataka,S10,Karnataka,Shimoga,GEN,Candidates - Nomination Rejected,1.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Candidates - Withdrawn,3.0,0.0,0.0,3.0,Karnataka,S10,Karnataka,Shimoga,GEN,Candidates - Withdrawn,3.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Candidates - Contested,21.0,2.0,0.0,23.0,Karnataka,S10,Karnataka,Shimoga,GEN,Candidates - Contested,23.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Candidates - Forfeited Deposit,20.0,1.0,0.0,21.0,Karnataka,S10,Karnataka,Shimoga,GEN,Candidates - Forfeited Deposit,21.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Electors - General,862698.0,890047.0,35.0,1752780.0,Karnataka,S10,Karnataka,Shimoga,GEN,Electors - General,1752780.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Electors - Overseas,91.0,14.0,0.0,105.0,Karnataka,S10,Karnataka,Shimoga,GEN,Electors - Overseas,105.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Electors - Service,701.0,29.0,0.0,730.0,Karnataka,S10,Karnataka,Shimoga,GEN,Electors - Service,730.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Electors - Total,863490.0,890090.0,35.0,1753615.0,Karnataka,S10,Karnataka,Shimoga,GEN,Electors - Total,1753615.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - General,680925.0,692402.0,13.0,1373340.0,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - General,1373340.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - Overseas,0.0,0.0,0.0,0.0,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - Overseas,0.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - Proxy,,,,0.0,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - Proxy,0.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - Postal,,,,5239.0,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - Postal,0.0,False,5239.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - Total,,,,1378579.0,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - Total,0.0,False,1378579.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,,,,672.0,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,0.0,False,672.0
Karnataka-S10,Shimoga-GEN,S10_14,Voters - Polling Percentage,,,,78.61,Karnataka,S10,Karnataka,Shimoga,GEN,Voters - Polling Percentage,0.0,False,78.61
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Total Votes Polled On Evm,,,,1373340.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Total Votes Polled On Evm,0.0,False,1373340.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Total Deducted Votes From Evm,,,,4983.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Total Deducted Votes From Evm,0.0,False,4983.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Total Valid Votes Polled On Evm,,,,1368357.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Total Valid Votes Polled On Evm,0.0,False,1368357.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Postal Votes Counted,,,,5239.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Postal Votes Counted,0.0,False,5239.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Postal Votes Deducted,,,,704.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Postal Votes Deducted,0.0,False,704.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Valid Postal Votes,,,,4535.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Valid Postal Votes,0.0,False,4535.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Total Valid Votes Polled,,,,1372892.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Total Valid Votes Polled,0.0,False,1372892.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Test Votes Polled On Evm,,,,0.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Test Votes Polled On Evm,0.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Votes Polled For 'Nota'(Including Postal),,,,4332.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Votes Polled For 'Nota'(Including Postal),0.0,False,4332.0
Karnataka-S10,Shimoga-GEN,S10_14,Votes - Tendered Votes,,,,0.0,Karnataka,S10,Karnataka,Shimoga,GEN,Votes - Tendered Votes,0.0,False,0.0
Karnataka-S10,Shimoga-GEN,S10_14,Polling Station - Number,,,,2039.0,Karnataka,S10,Karnataka,Shimoga,GEN,Polling Station - Number,0.0,False,2039.0
Karnataka-S10,Shimoga-GEN,S10_14,Polling Station - Average Electors Per Polling,,,,860.0,Karnataka,S10,Karnataka,Shimoga,GEN,Polling Station - Average Electors Per Polling,0.0,False,860.0
Karnataka-S10,Shimoga-GEN,S10_14,Polling Station - Dates(S) Of Re-Poll If Any,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Polling Station - Dates(S) Of Re-Poll If Any,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Dates - Polling Date - 13/05/2024,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Dates - Polling Date - 13/05/2024,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Dates - Counting Date - 04/06/2024,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Dates - Counting Date - 04/06/2024,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,"Dates - Declaration Of
Result Date - 04/06/2024",,,,,Karnataka,S10,Karnataka,Shimoga,GEN,"Dates - Declaration Of
Result Date - 04/06/2024",0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Result - Candidate -Winner: - Gumma Thanuja Rani,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Candidate -Winner: - Gumma Thanuja Rani,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Result - Winner - Votes ,,,,477005.0,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Winner - Votes,0.0,False,477005.0
Karnataka-S10,Shimoga-GEN,S10_14,Result - Party Runner-Up: - Bharatiya Janata Party,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Party Runner-Up: - Bharatiya Janata Party,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Result - Candidate Runner-Up: - Kothapalli Geetha,,,,535006.0,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Candidate Runner-Up: - Kothapalli Geetha,0.0,False,535006.0
Karnataka-S10,Shimoga-GEN,S10_14,Result - Candidate Votes ,,,,,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Candidate Votes,0.0,True,
Karnataka-S10,Shimoga-GEN,S10_14,Result - Votes- Margin,,,,243715.0,Karnataka,S10,Karnataka,Shimoga,GEN,Result - Votes- Margin,0.0,False,243715.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Candidates - Nominated,12.0,1.0,0.0,13.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Candidates - Nominated,13.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Candidates - Nomination Rejected,2.0,1.0,0.0,3.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Candidates - Nomination Rejected,3.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Candidates - Withdrawn,0.0,0.0,0.0,0.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Candidates - Withdrawn,0.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Candidates - Contested,10.0,0.0,0.0,10.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Candidates - Contested,10.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Candidates - Forfeited Deposit,8.0,0.0,0.0,8.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Candidates - Forfeited Deposit,8.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Electors - General,768109.0,816879.0,37.0,1585025.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Electors - General,1585025.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Electors - Overseas,106.0,31.0,0.0,137.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Electors - Overseas,137.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Electors - Service,540.0,19.0,0.0,559.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Electors - Service,559.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Electors - Total,768755.0,816929.0,37.0,1585721.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Electors - Total,1585721.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - General,594594.0,628338.0,7.0,1222939.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - General,1222939.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - Overseas,0.0,0.0,0.0,0.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - Overseas,0.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - Proxy,,,,0.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - Proxy,0.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - Postal,,,,8123.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - Postal,0.0,False,8123.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - Total,,,,1231062.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - Total,0.0,False,1231062.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,,,,0.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,0.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Voters - Polling Percentage,,,,77.63,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Voters - Polling Percentage,0.0,False,77.63
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Total Votes Polled On Evm,,,,1222939.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Total Votes Polled On Evm,0.0,False,1222939.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Total Deducted Votes From Evm,,,,11235.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Total Deducted Votes From Evm,0.0,False,11235.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Total Valid Votes Polled On Evm,,,,1211704.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Total Valid Votes Polled On Evm,0.0,False,1211704.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Postal Votes Counted,,,,8123.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Postal Votes Counted,0.0,False,8123.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Postal Votes Deducted,,,,1678.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Postal Votes Deducted,0.0,False,1678.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Valid Postal Votes,,,,6445.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Valid Postal Votes,0.0,False,6445.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Total Valid Votes Polled,,,,1218149.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Total Valid Votes Polled,0.0,False,1218149.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Test Votes Polled On Evm,,,,0.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Test Votes Polled On Evm,0.0,False,0.0
Karnataka-S10,Udupi Chikmagalur-GEN,S10_15,Votes - Votes Polled For 'Nota'(Including Postal),,,,11269.0,Karnataka,S10,Karnataka,Udupi Chikmagalur,GEN,Votes - Votes Polled For 'Nota'(Including Postal),0.0,False,11269.0
