Assembly,State_Name,Party_Name,Party_Type,Party_ID,Frequent_Abbreviation,Last_Abbreviation,Abbreviations,Start_Year,Last_Year,No_Assemblies_Contested,Assemblies_Contested,Candidates_Contested,Candidates_Represented,Females_Contested,Females_Represented,SC_Seats_Contested,SC_Seats_Represented,ST_Seats_Contested,ST_Seats_Represented,BiPoll_Contested,party_canonical,party_abbr_clean,state_raw,state_canonical,party_type_clean,active_1952_2024
Lok_Sabha,All_States,CONGRESS,National Party,3482.0,INC,INC,INC|INC(I),1962.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,7392,3307,676,277,1091,440,585,293,235,INC,INC,All_States,All_States,National Party,True
Lok_Sabha,All_States,Bharatiya Janata Party,National Party,1605.0,BJP,BJP,BJP,1981.0,2019.0,11,7|8|9|10|11|12|13|14|15|16|17,3904,1601,309,161,548,228,349,144,114,BJP,BJP,All_States,All_States,National Party,True
Lok_Sabha,All_States,COMMUNIST MARXIST PARTY OF INDIA,State-based Party,14635.0,CPM,CPIM,CPM|CPI(M)|CPI (M)|CPI(Marxist),1965.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,1003,370,78,30,154,69,76,21,20,CPM,CPM,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Bharatiya Lok Dal,National Party,1711.0,BLD,BLD,BLD,1977.0,1977.0,1,6,405,295,13,8,56,45,30,20,0,BLD,BLD,All_States,All_States,National Party,True
Lok_Sabha,All_States,Janata Dal,National Party,4217.0,JD,JD,JD,1989.0,1998.0,4,9|10|11|12,949,255,40,9,143,49,83,9,6,JD,JD,All_States,All_States,National Party,True
Lok_Sabha,All_States,Communist Part of India,State-based Party,2444.0,CPI,CPI,CPI|CP,1962.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,1011,171,52,12,130,21,87,6,20,CPI,CPI,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,DRAVIDA MUMMETRA KAZHAGAM,State-based Party,10192.0,DMK,DMK,DMK,1962.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,350,170,16,6,62,32,0,0,5,DMK,DMK,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Independent,Independents,10809.0,IND,IND,IND|IIND|INDEPENDENT,1962.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,48702,168,1827,8,4640,10,1449,29,1615,IND,IND,All_States,All_States,Independents,True
Lok_Sabha,All_States,Samajwadi Party,State-based Party,7425.0,SP,SP,SP,1992.0,2019.0,8,10|11|12|13|14|15|16|17,1141,144,110,16,184,32,49,0,37,SP,SP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Telugu Desam,State-based Party,8300.0,TDP,TDP,TDP|TD,1984.0,2019.0,10,8|9|10|11|12|13|14|15|16|17,338,135,28,9,52,22,11,4,12,TDP,TDP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,All India Anna Dravida Munnetra Kazhagam,State-based Party,930.0,ADMK,ADMK,ADK|ADMK|AIDMK,1977.0,2019.0,12,6|7|8|9|10|11|12|13|14|15|16|17,263,132,14,7,50,27,0,0,4,ADMK,ADMK,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,shiv sena,State-based Party,18691.0,SHS,SHS,SHS|SS,1971.0,2019.0,11,5|7|9|10|11|12|13|14|15|16|17,570,102,29,6,56,13,22,1,5,SHS,SHS,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Bahujan Samaj Party,State-based Party,16651.0,BSP,BSP,BSP|B.S.P,1987.0,2019.0,10,8|9|10|11|12|13|14|15|16|17,3034,92,153,9,526,24,188,0,39,BSP,BSP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,All India Trinamool Congress,State-based Party,18228.0,AITC,AITC,AITC,1999.0,2019.0,5,13|14|15|16|17,303,92,66,28,44,21,20,2,13,AITC,AITC,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Biju Janata Dal,State-based Party,9079.0,BJD,BJD,BJD,1998.0,2019.0,6,12|13|14|15|16|17,98,78,11,9,17,16,17,9,2,BJD,BJD,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Swatantara Party,National Party,12923.0,SWA,SWA,SWA,1962.0,1972.0,3,3|4|5,420,72,19,10,47,7,33,7,10,SWA,SWA,All_States,All_States,National Party,True
Lok_Sabha,All_States,Bharatiya Jan Sangh,National Party,4152.0,BJS,BMUP,JS|BJS,1962.0,1971.0,3,3|4|5,606,71,10,3,95,12,37,3,4,BJS,BJS,All_States,All_States,National Party,True
Lok_Sabha,All_States,Janata Dal  (United),State-based Party,11002.0,JD(U),JD(U),JD(U),1999.0,2019.0,5,13|14|15|16|17,313,68,16,4,40,12,28,1,7,JD(U),JD(U),All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Janata Party,National Party,4406.0,JNP,JP,JP|JAP|JNP|JNP(JP)|JNP (JP),1962.0,2019.0,14,3|4|5|6|7|8|9|10|11|12|13|14|15|17,1418,61,59,2,193,7,90,4,40,JNP,JNP,All_States,All_States,National Party,True
Lok_Sabha,All_States,AKALI DAL,State-based Party,16994.0,SAD,SAD,AD|SAD,1962.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,125,60,11,7,33,15,0,0,6,SAD,SAD,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Rashtriya Janata Dal,State-based Party,12103.0,RJD,RJD,RJD,1998.0,2019.0,6,12|13|14|15|16|17,319,60,28,4,38,7,12,0,6,RJD,RJD,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Revolutionary Socialist Party,State-based Party,12053.0,RSP,Rashtriya Samaj Paksha,RCP|RSP|SRP,1962.0,2019.0,14,3|5|6|7|8|9|10|11|12|13|14|15|16|17,103,45,5,0,25,17,17,10,7,RSP,RSP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,JANTA PARTY (SECULAR),National Party,15079.0,JNP(S),JNP(S),JNP(S),1980.0,1980.0,1,7,294,41,10,2,48,10,18,0,1,JNP(S),JNP(S),All_States,All_States,National Party,True
Lok_Sabha,All_States,National Congress Party,State-based Party,5792.0,NCP,NCP,NCP,1999.0,2019.0,5,13|14|15|16|17,309,40,26,7,26,0,30,4,7,NCP,NCP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,All India Forward Bloc,State-based Party,3040.0,FBL,AIFB,FB|FBL|AIFB,1962.0,2019.0,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,243,34,4,0,37,12,7,0,6,FBL,FBL,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Yuvajana Sramika Rythu Congress Party,State-based Party,8615.0,YSRCP,YSRCP,YSRCP,2011.0,2019.0,3,15|16|17,66,33,9,6,10,5,3,2,3,YSRCP,YSRCP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Telangana Rashtra Samithi,State-based Party,8284.0,TRS,TRS,TRS,2004.0,2019.0,4,14|15|16|17,72,32,4,3,11,6,4,3,7,TRS,TRS,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,J & K NATIONAL CONFERENCE,State-based Party,11089.0,JKN,JKN,JKN|NC,1967.0,2019.0,11,4|6|7|8|9|12|13|14|15|16|17,49,29,2,2,0,0,0,0,2,JKN,JKN,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Samyukta Socialist Party,National Party,7619.0,SSP,SSP,SSP|SOP,1964.0,2015.0,5,3|4|5|8|16,223,28,8,1,38,3,13,1,8,SSP,SSP,All_States,All_States,National Party,True
Lok_Sabha,All_States,Praja Socialist Party,National Party,6168.0,PSP,PSP,PSP,1962.0,2015.0,4,3|4|5|16,341,27,3,0,47,4,22,0,1,PSP,PSP,All_States,All_States,National Party,True
Lok_Sabha,All_States,Jharkhand Mukti Morcha,State-based Party,4653.0,JMM,JMM,JMM,1984.0,2019.0,10,8|9|10|11|12|13|14|15|16|17,195,23,9,1,13,1,59,14,6,JMM,JMM,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Tamil Maanila Congress  (Moopanar),Local Party,8247.0,TMC(M),TMC(M),TMC(M),1996.0,2019.0,4,11|12|13|17,69,23,0,0,10,3,0,0,0,TMC(M),TMC(M),All_States,All_States,Local Party,True
Lok_Sabha,All_States,Samata Party,National Party,7575.0,SAP,SAP,SAP,1996.0,2014.0,6,11|12|13|14|15|16,202,20,13,0,21,2,7,0,3,SAP,SAP,All_States,All_States,National Party,True
Lok_Sabha,All_States,INDIAN NATIONAL CONGRESS (ORG),National Party,3805.0,NCO,NCO,NCO,1971.0,1977.0,2,5|6,260,19,14,0,44,2,11,2,3,NCO,NCO,All_States,All_States,National Party,True
Lok_Sabha,All_States,MUSLIM LEAGE,State-based Party,11621.0,MUL,MUL,ML|MUL,1962.0,2002.0,10,3|4|5|6|7|8|9|10|11|13,89,18,1,0,4,0,0,0,1,MUL,MUL,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Pattali Makkal Katchi,State-based Party,11891.0,PMK,PMK,PMK,1989.0,2019.0,9,9|10|11|12|13|14|15|16|17,123,16,7,0,21,3,0,0,0,PMK,PMK,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Lok Jan Shakti Party,State-based Party,5029.0,LJP,LJP,LJNSP|LJP,2004.0,2019.0,4,14|15|16|17,160,16,14,3,33,8,8,0,1,LJP,LJP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Indian National Congress (U),National Party,3823.0,INC(U),INC(U),INC(U),1980.0,1980.0,1,7,212,13,11,0,26,0,13,2,0,INC(U),INC(U),All_States,All_States,National Party,True
Lok_Sabha,All_States,Marumalarchi Dravida Munnetra Kazhagam,State-based Party,11601.0,MDMK,MDMK,MDMK,1996.0,2014.0,6,11|12|13|14|15|16,50,12,0,0,8,2,0,0,0,MDMK,MDMK,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Janata Dal  (Secular),State-based Party,10979.0,JD(S),JD(S),JD(S)|JD (S),1999.0,2019.0,5,13|14|15|16|17,224,11,14,0,32,1,8,1,9,JD(S),JD(S),All_States,All_States,State-based Party,True
Lok_Sabha,All_States,PEASANT WORKER PARTY,Local Party,12019.0,PWP,PWPI,PWP|PWPI,1962.0,2014.0,13,3|4|5|6|7|8|9|10|11|12|13|14|16,73,10,3,1,4,0,0,0,1,PWP,PWP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,TELANGANA PRAJA SAMITHI,Local Party,14939.0,TPS,TPS,TPS,1971.0,1971.0,1,5,14,10,0,0,3,3,0,0,0,TPS,TPS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,All India Majlis-E Ithehad-Ul Muslimeen,State-based Party,706.0,AIMIM,AIMIM,MIM|AIMIM,1989.0,2019.0,9,9|10|11|12|13|14|15|16|17,25,10,1,0,0,0,0,0,0,AIMIM,AIMIM,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Rashtriya Lok Dal,State-based Party,12169.0,RLD,RLD,RLD,1999.0,2019.0,5,13|14|15|16|17,75,10,9,2,14,2,0,0,6,RLD,RLD,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Asom Gana Parisad,State-based Party,978.0,AGP,AGP,AGP,1991.0,2019.0,8,10|11|12|13|14|15|16|17,77,9,2,0,5,0,6,0,1,AGP,AGP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Kerala Congress,State-based Party,4807.0,KEC,KEC,KEC,1967.0,2019.0,13,4|5|6|7|8|9|10|11|12|13|14|15|17,21,8,1,0,1,0,0,0,0,KEC,KEC,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,BANGAL CONGRESS,State-based Party,9026.0,BAC,BAC,BAC,1967.0,1971.0,2,4|5,23,8,0,0,7,1,2,1,2,BAC,BAC,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Kerala Congress  (M),State-based Party,11341.0,KEC(M),KEC(M),KCM|KEC(M),1989.0,2019.0,9,9|10|11|12|13|14|15|16|17,9,8,0,0,0,0,0,0,0,KEC(M),KEC(M),All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Lok Dal,National Party,4996.0,LKD,LD,LKD|LD,1981.0,2019.0,7,7|8|10|11|15|16|17,318,7,15,0,50,1,11,0,18,LKD,LKD,All_States,All_States,National Party,True
Lok_Sabha,All_States,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Local Party,17026.0,SAD(M),SAD(M),SAD(M),1989.0,2019.0,9,9|10|11|12|13|14|15|16|17,48,7,2,2,16,2,0,0,1,SAD(M),SAD(M),All_States,All_States,Local Party,True
Lok_Sabha,All_States,Muslim League Kerala State Committee,State-based Party,5501.0,MUL,MUL,MUL,1998.0,2009.0,4,12|13|14|15,46,7,0,0,3,0,0,0,0,MUL,MUL,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,WEST BENGAL TRINAMOOL CONGRESS,Local Party,13066.0,WBTC,WBTC,WBTC,1998.0,1998.0,1,12,29,7,4,2,5,0,1,0,0,WBTC,WBTC,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Indian National Lok Da,State-based Party,3863.0,INLD,INLD,INLD,1999.0,2019.0,5,13|14|15|16|17,52,7,3,1,9,2,0,0,2,INLD,INLD,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Socialist,National Party,12721.0,SOC,SOC,SOC,1962.0,1962.0,1,3,107,6,3,0,20,0,6,2,0,SOC,SOC,All_States,All_States,National Party,True
Lok_Sabha,All_States,PREPUBLICAN PARTY OF INDIA,State-based Party,6911.0,RPI,RPI,RPI|RPG,1967.0,2019.0,14,4|5|6|7|8|9|10|11|12|13|14|15|16|17,300,6,7,0,64,2,3,0,7,RPI,RPI,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Indian Union Muslim League,State-based Party,3952.0,IUML,IUML,IML|IUML,1989.0,2019.0,8,9|10|11|12|13|15|16|17,50,6,1,0,2,0,1,0,1,IUML,IUML,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Sikkim Democratic Front,State-based Party,7925.0,SDF,SDF,SDF,1996.0,2019.0,7,11|12|13|14|15|16|17,7,6,0,0,0,0,0,0,0,SDF,SDF,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Expanded Party name not released by the ECI,,17984.0,NCJ,NCJ,NCJ,1970.0,1970.0,1,4,7,5,0,0,0,0,0,0,7,NCJ,NCJ,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Indian Congres (Socialist),State-based Party,3372.0,ICS,ICS,ICS,1984.0,1998.0,3,8|11|12,72,5,2,0,6,1,4,1,0,ICS,ICS,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Haryana Vikas Party,State-based Party,10391.0,HVP,HVP,HVP,1991.0,2004.0,5,10|11|12|13|14,23,5,1,0,3,0,0,0,0,HVP,HVP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Aam Aadmi Party,State-based Party,13.0,AAAP,AAAP,AAAP|AAP,2014.0,2019.0,2,16|17,468,5,62,0,68,2,33,0,1,AAAP,AAAP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,ALL PARTY HILL LEADER'S CONFERNCE,Local Party,817.0,AHL,AHL,HLC|AHL,1962.0,1980.0,4,3|4|5|7,5,4,0,0,0,0,3,3,1,AHL,AHL,All_States,All_States,Local Party,True
Lok_Sabha,All_States,GANTANTRA PARISHAD,Local Party,10323.0,GP,GP,GP,1962.0,1962.0,1,3,10,4,0,0,1,1,4,2,0,GP,GP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Maharashtrawadi Gomantak,Local Party,5270.0,MAG,MAG,MAG,1971.0,2009.0,10,5|6|7|8|9|10|11|12|14|15,17,4,1,1,0,0,0,0,0,MAG,MAG,All_States,All_States,Local Party,True
Lok_Sabha,All_States,ALL INDIA INDIRA CONGRESS (TIW ARI),State-based Party,8871.0,AIIC(T),AIIC(T),AIIC(T),1996.0,1996.0,1,11,321,4,22,0,42,0,23,1,0,AIIC(T),AIIC(T),All_States,All_States,State-based Party,True
Lok_Sabha,All_States,HARYANA LOK DAL (RASTRIYA),Local Party,10354.0,HLD(R),HLD(R),HLD(R),1998.0,1998.0,1,12,7,4,1,1,1,1,0,0,0,HLD(R),HLD(R),All_States,All_States,Local Party,True
Lok_Sabha,All_States,Jammu & Kashmir Peoples Democratic Party,Local Party,11133.0,JKPDP,JKPDP,JKPDP|PDP,2002.0,2019.0,5,13|14|15|16|17,21,4,3,2,0,0,0,0,2,JKPDP,JKPDP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,All India United Democratic Front,State-based Party,795.0,AIUDF,AIUDF,AIUDF,2014.0,2019.0,2,16|17,21,4,0,0,3,1,0,0,0,AIUDF,AIUDF,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Republican,State-based Party,6921.0,REP,REP,REP,1962.0,2012.0,2,3|15,69,3,2,0,22,1,1,0,1,REP,REP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,AKALI DAL - SANT FATEH SINGH GROUP,Local Party,17049.0,ADS,ADS,ADS,1967.0,1967.0,1,4,8,3,1,1,2,1,0,0,0,ADS,ADS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Bharatiya Kranti Dal,National Party,1691.0,BKD,BKD,BKD,1969.0,1971.0,2,4|5,100,3,1,0,20,0,2,0,3,BKD,BKD,All_States,All_States,National Party,True
Lok_Sabha,All_States,Autonomous State Demand Committee,Local Party,994.0,ASDC,ASDC,ADC|ASDC,1991.0,2019.0,6,10|11|12|14|15|17,6,3,3,3,0,0,6,3,0,ASDC,ASDC,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Nagaland Peoples Party,State-based Party,5671.0,NPEP,NPEP,NPP|NPEP,1991.0,2019.0,4,10|12|16|17,22,3,2,1,1,0,9,3,1,NPEP,NPEP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Samajwadi Janata Party (Rashitriya),Local Party,7408.0,SJP(R),SJP(R),SJP(R),1998.0,2014.0,5,12|13|14|15|16,66,3,3,0,8,0,2,0,0,SJP(R),SJP(R),All_States,All_States,Local Party,True
Lok_Sabha,All_States,Lok Shakti,Local Party,5137.0,LS,LS,LS,1998.0,2014.0,3,12|13|16,46,3,3,0,5,1,1,0,2,LS,LS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Rashtriya Lok Samta Party,Local Party,16433.0,BLSP,RLSP,BLSP,2014.0,2019.0,2,16|17,9,3,0,0,1,0,0,0,0,BLSP,BLSP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,AKHIL BHARATI RAMRAJYA PARISHAD,Local Party,359.0,RRP,RRP,RRP|ABRRP,1962.0,1996.0,6,3|5|6|7|9|11,77,2,3,0,9,0,2,0,0,RRP,RRP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,AKHIL BHARAT HINDU MAHA SABHA,State-based Party,268.0,ABHM,ABHM,HMS|ABHM,1962.0,2019.0,12,3|5|6|9|10|11|12|13|14|15|16|17,203,2,3,0,17,0,2,0,3,ABHM,ABHM,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,LOK SEVAK SANGH,Local Party,11536.0,LSS,LSS,LSS,1962.0,1971.0,2,3|5,6,2,0,0,0,0,0,0,0,LSS,LSS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,UNITED GOANS -  SEQVERIA GROUP,Local Party,16984.0,UGS,UGS,UGS,1967.0,1971.0,2,4|5,3,2,0,0,0,0,0,0,0,UGS,UGS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Republican Party of India (Khobragade Group),Local Party,14880.0,RPK,RPI(KH),RPK|RPI(KH),1971.0,2019.0,12,5|6|7|8|9|10|11|12|14|15|16|17,122,2,4,0,29,1,0,0,2,RPK,RPK,All_States,All_States,Local Party,True
Lok_Sabha,All_States,All India Jharkhand Party,Local Party,685.0,JKP,JKP,JKP,1971.0,1977.0,2,5|6,21,2,1,0,2,0,9,2,0,JKP,JKP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,UTKAL CONGRESS,State-based Party,8424.0,UTC,UTC,UTC,1971.0,1972.0,1,5,21,2,1,0,3,0,5,0,1,UTC,UTC,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,KERALA CONGRESS (J),State-based Party,4824.0,KCJ,KCJ,KCJ,1984.0,1984.0,1,8,2,2,0,0,0,0,0,0,0,KCJ,KCJ,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,India Congress (Socialist- Sarat Chandra Sinha),National Party,3411.0,ICS(SCS),ICS(SCS),ICS(SCS),1989.0,1991.0,2,9|10,42,2,3,0,4,0,5,0,0,ICS(SCS),ICS(SCS),All_States,All_States,National Party,True
Lok_Sabha,All_States,Mizo National Front,State-based Party,5430.0,MNF,MNF,MNF,1989.0,2019.0,6,9|10|11|12|14|17,6,2,0,0,0,0,6,2,0,MNF,MNF,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Apna Dal,Local Party,954.0,AD,AD,AD,1996.0,2014.0,6,11|12|13|14|15|16,290,2,21,1,59,0,5,0,4,AD,AD,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Arunachal Congress,State-based Party,8770.0,AC,AC,AC,1998.0,2009.0,4,12|13|14|15,5,2,0,0,0,0,0,0,0,AC,AC,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Manipur State Congress Party,Local Party,11657.0,MSCP,MSCP,MSCP,1998.0,1999.0,2,12|13,4,2,0,0,0,0,2,0,0,MSCP,MSCP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Akhil Bharatiya Lok Tantrik Congress,Local Party,412.0,ABLTC,ABLTC,ABLTC,1999.0,2000.0,1,13,5,2,1,0,2,1,0,0,1,ABLTC,ABLTC,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Nagaland Peoples Front,State-based Party,5552.0,NPF,NPF,NPF,2004.0,2009.0,2,14|15,4,2,0,0,0,0,2,1,0,NPF,NPF,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Jharkhand Vikas Morcha (Prajatantrik),Local Party,4736.0,JVM,JVM,JVM(P)|JVM|J.V.M (P),2007.0,2019.0,4,14|15|16|17,37,2,1,0,4,0,10,0,3,JVM,JVM,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Haryana Janhit Congress (BL),Local Party,3185.0,HJCBL,HJCBL,HJCBL|HJC(BL),2009.0,2014.0,2,15|16,13,2,0,0,3,0,0,0,1,HJCBL,HJCBL,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Viduthalai Chiruthaigal Katch,Local Party,8488.0,VCK,VCK,VCK,2009.0,2019.0,3,15|16|17,12,2,0,0,6,2,0,0,0,VCK,VCK,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Swabhimani Paksha,Local Party,12961.0,SWP,SWP,SWP,2009.0,2019.0,3,15|16|17,5,2,0,0,0,0,0,0,0,SWP,SWP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Naga People's Front,State-based Party,5545.0,NPF,NPF,NPF,2014.0,2019.0,2,16|17,3,2,0,0,0,0,2,1,0,NPF,NPF,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Nationalist Democratic Progressive Party,,5798.0,NDPP,NDPP,NDPP,2018.0,2019.0,2,16|17,2,2,0,0,0,0,0,0,1,NDPP,NDPP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Apna Dal (Soneylal),,956.0,ADAL,ADAL,ADAL,2019.0,2019.0,1,17,2,2,1,1,1,1,0,0,0,ADAL,ADAL,All_States,All_States,Unknown,True
Lok_Sabha,All_States,NUTAN MAHA GUJARAT JANTA PARISHA,Local Party,11789.0,NJP,NJP,NJP,1962.0,1962.0,1,3,3,1,0,0,0,0,0,0,0,NJP,NJP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,HARIYANA LOK SAMITI,Local Party,10355.0,HLS,HLS,HLS,1962.0,1962.0,1,3,1,1,0,0,0,0,0,0,0,HLS,HLS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,PRAGATI SHEEL PARTY,Local Party,11985.0,PSP,PSP,PSP,1964.0,1999.0,5,3|4|11|12|13,7,1,1,0,1,0,0,0,4,PSP,PSP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Jan Kranti Dal,Local Party,4133.0,JKD,JKD,JKD,1967.0,1967.0,1,4,5,1,2,1,1,0,0,0,0,JKD,JKD,All_States,All_States,Local Party,True
Lok_Sabha,All_States,NAGALAND NATIONALIST ORGANISATION,Local Party,11810.0,NNO,NNO,NNO,1967.0,1967.0,1,4,1,1,0,0,0,0,0,0,0,NNO,NNO,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Sanghata Socialist Party,,7650.0,SSP,SSP,SSP,1968.0,1970.0,1,4,6,1,0,0,0,0,1,0,6,SSP,SSP,All_States,All_States,Unknown,True
Lok_Sabha,All_States,Akhil Bharatiya Jan Sangh,Local Party,9325.0,ABJS,ABJS,BJS|ABJS,1968.0,2019.0,11,4|5|9|10|11|12|13|14|15|16|17,102,1,4,0,6,0,2,0,14,ABJS,ABJS,All_States,All_States,Local Party,True
Lok_Sabha,All_States,VISHAL HARYANA,Local Party,14945.0,VHP,VHP,VHP,1971.0,1977.0,2,5|6,9,1,1,0,1,0,0,0,0,VHP,VHP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,MANIPUR PEOPLE PARTY,State-based Party,14852.0,MPP,MPEP,MRP|MPP|MPEP,1971.0,2019.0,12,5|6|7|8|9|10|11|12|13|14|15|17,13,1,2,0,0,0,3,0,0,MPP,MPP,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,UNITED FRONT OF NAGALAND,Local Party,8384.0,UFN,UFN,UFN,1971.0,1971.0,1,5,1,1,0,0,0,0,0,0,0,UFN,UFN,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Jharkhand,Local Party,4717.0,JKP,JKP,JKD|JKP,1977.0,2019.0,11,6|7|8|10|11|12|13|14|15|16|17,86,1,3,0,6,0,36,1,0,JKP,JKP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,UNIted Democratic Front,State-based Party,8374.0,UDF,UDF,UDF,1977.0,1980.0,2,6|7,2,1,2,1,0,0,0,0,0,UDF,UDF,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,SIKKIM JANATA PARISHAD,Local Party,15138.0,SJP,SJP,SJP,1980.0,1980.0,1,7,1,1,0,0,0,0,0,0,0,SJP,SJP,All_States,All_States,Local Party,True
Lok_Sabha,All_States,INDIAN CONGRESS (J),State-based Party,15232.0,ICJ,ICJ,ICJ,1984.0,1984.0,1,8,35,1,0,0,9,1,0,0,0,ICJ,ICJ,All_States,All_States,State-based Party,True
Lok_Sabha,All_States,Palin Tribals Councils of Assam,Local Party,5952.0,PTC,PTCA,PTC|PTCA,1985.0,1998.0,3,8|10|12,6,1,0,0,0,0,3,1,0,PTC,PTC,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Indian People's Front,Local Party,10840.0,IPF,IPF,IPF,1989.0,1991.0,2,9|10,36,1,1,0,5,0,2,0,0,IPF,IPF,All_States,All_States,Local Party,True
Lok_Sabha,All_States,MARXIST (CO-ORDINATION),Local Party,11559.0,MCO,MCO,M-COR|MCO,1989.0,2014.0,8,9|10|11|12|13|14|15|16,9,1,0,0,0,0,0,0,0,MCO,MCO,All_States,All_States,Local Party,True
Lok_Sabha,All_States,Nagaland Peoples Council,Local Party,11819.0,NPC,NPC,NPC,1989.0,1991.0,2,9|10,2,1,0,0,0,0,0,0,0,NPC,NPC,All_States,All_States,Local Party,True
Lok_Sabha,All_States,SIKKIMSAGRAM PARISHAD,National Party,12871.0,SSP,SSP,SSP,1989.0,1989.0,1,9,1,1,0,0,0,0,0,0,0,SSP,SSP,All_States,All_States,National Party,True
