Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year,state_raw,state_canonical,election_year_clean
Kanara,22,SC,Karnataka,Naik Devaray G.,Indian National Congress (I),695492.0,429493.0,61.8,116700.0,27.2,1980.0,Karnataka,Karnataka,1980
Kangra,3,GEN,Himachal Pradesh,Vikram Chand Mahajan,Indian National Congress (I),526337.0,336786.0,64.0,30930.0,9.2,1980.0,Himachal Pradesh,Himachal Pradesh,1980
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress (I),578575.0,277126.0,47.9,87501.0,31.6,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhotey Singh Yadav,Janta Party (SECULAR),688500.0,413991.0,60.1,39137.0,9.5,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Arif Mohammad Khan,Indian National Congress (I),707230.0,362692.0,51.3,75181.0,20.7,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Kapadvanj,16,GEN,Gujarat,Solanki Natavarsinhji Kesarisinhji,Indian National Congress (I),651424.0,351941.0,54.0,50096.0,14.2,1980.0,Gujarat,Gujarat,1980
Karad,45,GEN,Maharashtra,Mohite Yashavantrao Jijava,Indian National Congress (I),704176.0,477452.0,67.8,25415.0,5.3,1980.0,Maharashtra,Maharashtra,1980
Karimganj,1,SC,Assam,Nihar Ranjan Laskar,Indian National Congress (I),644438.0,269552.0,41.8,72787.0,27.0,1980.0,Assam,Assam,1980
Karimnagar,37,GEN,Andhra Pradesh,M.Satyanarayana Rao,Indian National Congress (I),742524.0,371428.0,50.0,156328.0,42.1,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Karnal,3,SC,Haryana,Chiranji Lal,Indian National Congress (I),667048.0,439470.0,65.9,22328.0,5.1,1980.0,Haryana,Haryana,1980
Karol Bagh,7,GEN,Delhi [1977 Onwards],Dharam Dass Shastri,Indian National Congress (I),344847.0,226541.0,65.7,34998.0,15.4,1980.0,Delhi [1977 Onwards],Delhi [1977 Onwards],1980
Karur,26,GEN,Tamil Nadu,Dorai Sebastian S.A.,Indian National Congress (I),762973.0,514544.0,67.4,74134.0,14.4,1980.0,Tamil Nadu,Tamil Nadu,1980
Kasaragod,1,GEN,Kerala,M. Ramanna Rai,Communist Party Of India (MARXIST),678476.0,466974.0,68.8,73587.0,15.8,1980.0,Kerala,Kerala,1980
Katihar,25,GEN,Bihar [1947 - 1999],Shah Tarique Anwar,Indian National Congress (I),612145.0,318884.0,52.1,38156.0,12.0,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Katwa,40,GEN,West Bengal,Saifuddin Chwdhury,Communist Party Of India (MARXIST),713420.0,549368.0,77.0,121160.0,22.1,1980.0,West Bengal,West Bengal,1980
Kendrapara,5,ST,Orissa,Bijoynanda Patanaik,Janta Party (SECULAR),689449.0,422753.0,61.3,5743.0,1.4,1980.0,Orissa,Odisha,1980
Keonjhar,21,ST,Orissa,Harihar Soren,Indian National Congress (I),619778.0,193748.0,31.3,85048.0,43.9,1980.0,Orissa,Odisha,1980
Khagaria,31,GEN,Bihar [1947 - 1999],Satish Pd. Singh,Indian National Congress (I),713675.0,422876.0,59.3,53769.0,12.7,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Chaturvedi Vidyawati,Indian National Congress (I),730654.0,359078.0,49.1,46436.0,12.9,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Krishna Chandra Pandey,Indian National Congress (I),721490.0,342148.0,47.4,19941.0,5.8,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Khammam,40,GEN,Andhra Pradesh,Kondala Rao Jalagam,Indian National Congress (I),701335.0,491008.0,70.0,95483.0,19.4,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Shivkumarsingh Nawal Singh,Indian National Congress (I),612411.0,389185.0,63.6,37356.0,9.6,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Subhash Yadav,Indian National Congress (I),585592.0,356231.0,60.8,46583.0,13.1,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Khed,41,SC,Maharashtra,More Ramkrishna Sadashiv,Indian National Congress (I),653048.0,335921.0,51.4,50888.0,15.1,1980.0,Maharashtra,Maharashtra,1980
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Bal Govind Verma,Indian National Congress (I),725285.0,280662.0,38.7,81306.0,29.0,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Khunti,52,ST,Bihar [1947 - 1999],Nirel Enem Horo,Jharkhand Party,593802.0,211891.0,35.7,19879.0,9.4,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Trilok Chand,Janta Party (SECULAR),671586.0,342075.0,50.9,34269.0,10.0,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Kishanganj,23,GEN,Bihar [1947 - 1999],Zamilur Rahman,Indian National Congress (I),702809.0,320666.0,45.6,99049.0,30.9,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Kodarma,45,GEN,Bihar [1947 - 1999],Reet Lal Pd. Verma,Janta Party,679406.0,274331.0,40.4,22366.0,8.2,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Kokrajhar,5,ST,Assam,Data Not Available,-,,,,,,1980.0,Assam,Assam,1980
Kolaba,3,GEN,Maharashtra,A. T. Patil,Indian National Congress (I),658873.0,376139.0,57.1,49420.0,13.1,1980.0,Maharashtra,Maharashtra,1980
Kolar,10,GEN,Karnataka,G.Y. Krishnan,Indian National Congress (I),673699.0,374057.0,55.5,97512.0,26.1,1980.0,Karnataka,Karnataka,1980
Kolhapur,48,GEN,Maharashtra,Gaikwad Udayasingrao Nanasaheb,Indian National Congress (I),654754.0,403326.0,61.6,154443.0,38.3,1980.0,Maharashtra,Maharashtra,1980
Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Vithalrao,Indian National Congress (I),619224.0,429566.0,69.4,159839.0,37.2,1980.0,Maharashtra,Maharashtra,1980
Koppal,4,SC,Karnataka,H.G. Ramulu,Indian National Congress (I),731105.0,381478.0,52.2,161803.0,42.4,1980.0,Karnataka,Karnataka,1980
Koraput,12,ST,Orissa,Giridhar Gomango,Indian National Congress (I),618269.0,158890.0,25.7,64318.0,40.5,1980.0,Orissa,Odisha,1980
Kota,14,GEN,Rajasthan,Krishan Kumar Goyal,Janta Party,639359.0,352327.0,55.1,6220.0,1.8,1980.0,Rajasthan,Rajasthan,1980
Kottayam,13,GEN,Kerala,Skaria Thomas,Kerala Congress,659430.0,383531.0,58.2,5375.0,1.4,1980.0,Kerala,Kerala,1980
Krishnagar,11,GEN,West Bengal,Renupada Das,Communist Party Of India (MARXIST),647367.0,515993.0,79.7,66191.0,12.8,1980.0,West Bengal,West Bengal,1980
Krishnagiri,14,GEN,Tamil Nadu,Ramamurthy K.,Indian National Congress (I),656215.0,362269.0,55.2,100511.0,27.7,1980.0,Tamil Nadu,Tamil Nadu,1980
Kurnool,26,GEN,Andhra Pradesh,K. Vijayabhaskara Reddi,Indian National Congress (I),679063.0,306276.0,45.1,204849.0,66.9,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Kurukshetra,2,GEN,Haryana,Manohar Lal,Janta Party (SECULAR),650213.0,434978.0,66.9,27929.0,6.4,1980.0,Haryana,Haryana,1980
Kutch,1,SC,Gujarat,Mehta Mahipatray Mulshanker,Indian National Congress (I),506980.0,282123.0,55.7,20951.0,7.4,1980.0,Gujarat,Gujarat,1980
Ladakh,4,GEN,Jammu & Kashmir,Phuntsog Namgyal,Independent,77631.0,48000.0,61.8,6052.0,12.6,1980.0,Jammu & Kashmir,Jammu and Kashmir,1980
Lakhimpur,14,GEN,Assam,Data Not Available,-,,,,,,1980.0,Assam,Assam,1980
Lakshadweep,1,ST,Lakshadweep,Muhammad Sayeed Padannatha,Indian National Congress (U),20117.0,17860.0,88.8,2949.0,16.5,1980.0,Lakshadweep,Lakshadweep,1980
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Chhagur,Janta Party (SECULAR),754104.0,381145.0,50.5,9383.0,2.5,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Latur,35,GEN,Maharashtra,Shivraj Vishwanath Patil,Indian National Congress (I),680543.0,436280.0,64.1,189867.0,43.5,1980.0,Maharashtra,Maharashtra,1980
Lohardaga,53,ST,Bihar [1947 - 1999],Kartik Oraon,Indian National Congress (I),638943.0,260429.0,40.8,69346.0,26.6,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul,Indian National Congress (I),687282.0,262203.0,38.2,30382.0,11.6,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Ludhiana,9,SC,Punjab,Devinder Singh Garcha,Indian National Congress (I),828069.0,490516.0,59.2,65506.0,13.4,1980.0,Punjab,Punjab,1980
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Sheo Sharan Verma,Janta Party (SECULAR),707794.0,358197.0,50.6,11220.0,3.1,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Machilipatnam,12,GEN,Andhra Pradesh,Ankineedu Maganti,Indian National Congress (I),702268.0,471816.0,67.2,134336.0,28.5,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Madhepura,21,GEN,Bihar [1947 - 1999],Rajendra Pd. Yadav,Indian National Congress (U),746552.0,446809.0,59.9,57498.0,12.9,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Madhubani,13,GEN,Bihar [1947 - 1999],Shafiqullah Ansari,Indian National Congress (I),774006.0,477545.0,61.7,3223.0,0.7,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Madras Central,2,GEN,Tamil Nadu,Kalanidhi A.,Dravida Munetra Kazhagam,726953.0,493806.0,67.9,105049.0,21.3,1980.0,Tamil Nadu,Tamil Nadu,1980
Madras North,1,SC,Tamil Nadu,Lakshmanan G.,Dravida Munetra Kazhagam,739196.0,527126.0,71.3,99318.0,18.8,1980.0,Tamil Nadu,Tamil Nadu,1980
Madras South,3,GEN,Tamil Nadu,Venkataraman R.,Indian National Congress (I),811849.0,552796.0,68.1,120362.0,21.8,1980.0,Tamil Nadu,Tamil Nadu,1980
Madurai,24,GEN,Tamil Nadu,Subburaman A.G.,Indian National Congress (I),788417.0,533277.0,67.6,69195.0,13.0,1980.0,Tamil Nadu,Tamil Nadu,1980
Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress (I),735834.0,383142.0,52.1,152661.0,39.8,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Maharajganj,6,GEN,Bihar [1947 - 1999],Krishna Pratap Singh,Indian National Congress (I),764467.0,329817.0,43.1,30932.0,9.4,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Ashfaq Husain,Indian National Congress (I),646075.0,353655.0,54.7,23536.0,6.7,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Vidya Charan Shukla Ravishankar Shukla,Indian National Congress (I),619003.0,357442.0,57.7,101897.0,28.5,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Mahendragarh,7,GEN,Haryana,Birender Singh,Indian National Congress (I),779222.0,498745.0,64.0,91347.0,18.3,1980.0,Haryana,Haryana,1980
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Raghunath Singh Verma,Janta Party (SECULAR),656808.0,356277.0,54.2,83216.0,23.4,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Malda,7,GEN,West Bengal,Abdul Barkat Ataul Ghani Khan Chawdhury,Indian National Congress (I),666219.0,503253.0,75.5,12759.0,2.5,1980.0,West Bengal,West Bengal,1980
Malegaon,13,GEN,Maharashtra,Khandole Zamaru Mangalu,Indian National Congress (I),648465.0,306527.0,47.3,74993.0,24.5,1980.0,Maharashtra,Maharashtra,1980
Mandi,2,GEN,Himachal Pradesh,Vir Bahadur Singh,Indian National Congress (I),537413.0,299480.0,55.7,58354.0,19.5,1980.0,Himachal Pradesh,Himachal Pradesh,1980
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Chhotelal Sonu,Indian National Congress (I),533433.0,202310.0,37.9,15988.0,7.9,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Bhanwarlal Rajmal Nahata,Indian National Congress (I),680189.0,460132.0,67.7,2683.0,0.6,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress (I),611914.0,358676.0,58.6,35919.0,10.0,1980.0,Gujarat,Gujarat,1980
Mandya,14,GEN,Karnataka,S.M. Krishna,Indian National Congress (I),669343.0,442519.0,66.1,115342.0,26.1,1980.0,Karnataka,Karnataka,1980
Mangaldoi,8,GEN,Assam,Data Not Available,-,,,,,,1980.0,Assam,Assam,1980
Mangalore,17,GEN,Karnataka,Janardhana Poojari,Indian National Congress (I),639192.0,455328.0,71.2,128897.0,28.3,1980.0,Karnataka,Karnataka,1980
Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,674048.0,435656.0,64.6,34581.0,7.9,1980.0,Kerala,Kerala,1980
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Chaudhary Digamber Singh,Janta Party (SECULAR),695247.0,349362.0,50.3,82663.0,23.7,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Mathurapur,16,GEN,West Bengal,Mukundaram Mandal,Communist Party Of India (MARXIST),674577.0,518577.0,76.9,77842.0,15.0,1980.0,West Bengal,West Bengal,1980
Mavelikara,16,SC,Kerala,P. J. Kurien,Indian National Congress (U),623914.0,421893.0,67.6,63122.0,15.0,1980.0,Kerala,Kerala,1980
Mayiladuturai,29,SC,Tamil Nadu,Kudanthai Ramalingam N.,Indian National Congress (I),676693.0,520978.0,77.0,92005.0,17.7,1980.0,Tamil Nadu,Tamil Nadu,1980
Mayurbhanj,1,GEN,Orissa,Man Mohan Tudu,Indian National Congress (I),592797.0,220672.0,37.2,71557.0,32.4,1980.0,Orissa,Odisha,1980
Medak,33,GEN,Andhra Pradesh,Indira Gandhi,Indian National Congress (I),724930.0,458263.0,63.2,219124.0,47.8,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Mohsina Kidwai,Indian National Congress (I),693627.0,432060.0,62.3,57217.0,13.2,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Mehsana,12,GEN,Gujarat,Chaudhary Motibhai Ranchhodbhai,Janta Party,663649.0,434100.0,65.4,19428.0,4.5,1980.0,Gujarat,Gujarat,1980
Midnapore,32,GEN,West Bengal,Narayan Choubey,Communist Party Of India,668312.0,490282.0,73.4,124351.0,25.4,1980.0,West Bengal,West Bengal,1980
Miryalguda,42,GEN,Andhra Pradesh,G. S. Reddy,Indian National Congress (I),772232.0,512058.0,66.3,48007.0,9.4,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Aziz Imam,Indian National Congress (I),723350.0,375741.0,51.9,34523.0,9.2,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Indian National Congress (I),657555.0,243325.0,37.0,47673.0,19.6,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Mizoram,1,ST,Mizoram,R. Rothuama,Independent,230795.0,129533.0,56.1,20539.0,15.9,1980.0,Mizoram,Mizoram,1980
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Kailash Pati,Indian National Congress (I),654503.0,260268.0,39.8,43065.0,16.5,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Monghyr,32,GEN,Bihar [1947 - 1999],Devendra Prasad Yadav,Indian National Congress (U),795163.0,471314.0,59.3,64133.0,13.6,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Ghulam Mohammad Khan,Janta Party (SECULAR),625105.0,310575.0,49.7,10467.0,3.4,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Morena,1,SC,Madhya Pradesh [1947 - 1999],Babulal Solanki,Indian National Congress (I),662214.0,272524.0,41.2,32054.0,11.8,1980.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1980
Mormugao,2,GEN,"Goa, Daman And Diu",Eduardo Martinho Faleiro,Indian National Congress (U),261036.0,175144.0,67.1,41081.0,23.5,1980.0,"Goa, Daman And Diu","Goa, Daman And Diu",1980
Motihari,3,GEN,Bihar [1947 - 1999],Kamla Mishra Madhukar,Communist Party Of India,726964.0,341342.0,47.0,5506.0,1.6,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Mukundapuram,10,GEN,Kerala,Balanandan,Communist Party Of India (MARXIST),634533.0,404796.0,63.8,65131.0,16.1,1980.0,Kerala,Kerala,1980
Murshidabad,9,GEN,West Bengal,Masudal Hassain Syed,Communist Party Of India (MARXIST),736299.0,591337.0,80.3,68755.0,11.6,1980.0,West Bengal,West Bengal,1980
Muvattupuzha,12,GEN,Kerala,George Joseph (Baby Mundackal),Independent,634711.0,363029.0,57.2,4330.0,1.2,1980.0,Kerala,Kerala,1980
Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Ghayoor Ali Khan,Janta Party (SECULAR),655770.0,450763.0,68.7,50172.0,11.1,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Farnandes,Janta Party (SECULAR),761283.0,458384.0,60.2,23109.0,5.0,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Mysore,16,GEN,Karnataka,M. Rajashekaramurthy,Indian National Congress (I),706042.0,407645.0,57.7,83036.0,20.4,1980.0,Karnataka,Karnataka,1980
Nabadwip,12,GEN,West Bengal,Bidha Gohse (Goswami),Communist Party Of India (MARXIST),718449.0,562492.0,78.3,83465.0,14.8,1980.0,West Bengal,West Bengal,1980
Nagaland,1,ST,Nagaland,Chingwang,Independent,460083.0,294009.0,63.9,5759.0,2.0,1980.0,Nagaland,Nagaland,1980
Nagapattinam,30,GEN,Tamil Nadu,Karunanithi-Thazhai,Dravida Munetra Kazhagam,684297.0,553290.0,80.9,10674.0,1.9,1980.0,Tamil Nadu,Tamil Nadu,1980
Nagarkurnool,28,SC,Andhra Pradesh,Anantharamulu Mallu,Indian National Congress (I),717014.0,377932.0,52.7,149959.0,39.7,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Nagaur,25,GEN,Rajasthan,Nathu Ram,Indian National Congress (U),742815.0,473572.0,63.8,23215.0,4.9,1980.0,Rajasthan,Rajasthan,1980
Nagercoil,39,GEN,Tamil Nadu,"Dennis, N.",Indian National Congress (I),663322.0,370796.0,55.9,38408.0,10.4,1980.0,Tamil Nadu,Tamil Nadu,1980
Nagpur,23,GEN,Maharashtra,Dhote Jambuwant Bapurao,Indian National Congress (I),751312.0,465082.0,61.9,126443.0,27.2,1980.0,Maharashtra,Maharashtra,1980
Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Narayana Datt Tewari,Indian National Congress (I),645203.0,333451.0,51.7,104422.0,31.3,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Nalanda,34,GEN,Bihar [1947 - 1999],Vijay Kumar Yadav,Communist Party Of India,818349.0,525087.0,64.2,62601.0,11.9,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Nalgonda,41,GEN,Andhra Pradesh,T. Damodar Reddy,Indian National Congress (I),739503.0,474746.0,64.2,53669.0,11.3,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Nanded,30,GEN,Maharashtra,Chavan Shankarrao Bhaurao,Indian National Congress (I),754050.0,387340.0,51.4,37542.0,9.7,1980.0,Maharashtra,Maharashtra,1980
Nandurbar,15,GEN,Maharashtra,Surupsing Hirya Naik,Indian National Congress (I),632340.0,338166.0,53.5,90785.0,26.8,1980.0,Maharashtra,Maharashtra,1980
Nandyal,27,GEN,Andhra Pradesh,P. Venkata Subbaiah,Indian National Congress (I),737527.0,405934.0,55.0,78378.0,19.3,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Narasapur,10,GEN,Andhra Pradesh,Alluri Subhaschandra Bose,Indian National Congress (I),721681.0,450207.0,62.4,157968.0,35.1,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Narasaraopet,17,GEN,Andhra Pradesh,K Brahmananda Reddy,Indian National Congress (I),820316.0,446900.0,54.5,84296.0,18.9,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Nashik,12,ST,Maharashtra,Wagh Pratap Deoram,Indian National Congress (I),732214.0,391161.0,53.4,46255.0,11.8,1980.0,Maharashtra,Maharashtra,1980
Nawada,42,SC,Bihar [1947 - 1999],Kunwar Ram,Indian National Congress (I),850367.0,442515.0,52.0,56187.0,12.7,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Nellore,19,SC,Andhra Pradesh,D. Kamakshaiah,Indian National Congress (I),816504.0,424286.0,52.0,227251.0,53.6,1980.0,Andhra Pradesh,Andhra Pradesh,1980
New Delhi,1,GEN,Delhi [1977 Onwards],Atal Bihari Vajpayee,Janta Party,301071.0,196112.0,65.1,5045.0,2.6,1980.0,Delhi [1977 Onwards],Delhi [1977 Onwards],1980
Nilgiris,18,GEN,Tamil Nadu,Prabhu R.,Indian National Congress (I),734760.0,488097.0,66.4,85743.0,17.6,1980.0,Tamil Nadu,Tamil Nadu,1980
Nizamabad,34,GEN,Andhra Pradesh,M. Ramgopal Reddy,Indian National Congress (I),668858.0,391016.0,58.5,200315.0,51.2,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Nowgong,10,GEN,Assam,Data Not Available,-,,,,,,1980.0,Assam,Assam,1980
Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress (I),571047.0,168717.0,29.6,65364.0,38.7,1980.0,Orissa,Odisha,1980
Ongole,18,GEN,Andhra Pradesh,Venkata Reddi Puli,Indian National Congress (I),816274.0,478749.0,58.7,151175.0,31.6,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Osmanabad,36,GEN,Maharashtra,Sawant Trimbak Marotrao,Indian National Congress (I),631772.0,338425.0,53.6,92983.0,27.5,1980.0,Maharashtra,Maharashtra,1980
Ottapalam,8,GEN,Kerala,A.K. Balan,Communist Party Of India (MARXIST),666300.0,391617.0,58.8,23408.0,6.0,1980.0,Kerala,Kerala,1980
Outer Delhi,3,GEN,Delhi [1977 Onwards],Sajjan Kumar,Indian National Congress (I),607825.0,381475.0,62.8,98452.0,25.8,1980.0,Delhi [1977 Onwards],Delhi [1977 Onwards],1980
Outer Manipur,2,ST,Manipur,Gouzagin,Indian National Congress (I),439951.0,361549.0,82.2,22326.0,6.2,1980.0,Manipur,Manipur,1980
Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Kunwar Chandra Pratap Narain Singh,Indian National Congress (I),694522.0,346228.0,49.9,22976.0,6.6,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
Palamau,54,SC,Bihar [1947 - 1999],Kamla Kumari,Indian National Congress (I),673887.0,274728.0,40.8,45340.0,16.5,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Palani,22,GEN,Tamil Nadu,Sanapathi Goundar A.,Indian National Congress (I),762601.0,440801.0,57.8,59568.0,13.5,1980.0,Tamil Nadu,Tamil Nadu,1980
Palghat,7,GEN,Kerala,V.S. Vijaya Raghavan,Indian National Congress (I),705179.0,415718.0,59.0,12088.0,2.9,1980.0,Kerala,Kerala,1980
Pali,21,GEN,Rajasthan,Mool Chand Daga,Indian National Congress (I),699645.0,383140.0,54.8,108116.0,28.2,1980.0,Rajasthan,Rajasthan,1980
Panaji,1,GEN,"Goa, Daman And Diu",Rane Sirdessai Sayogita Jaibaa,Maharashtrawadi Gomantak,261616.0,187982.0,71.9,27700.0,14.7,1980.0,"Goa, Daman And Diu","Goa, Daman And Diu",1980
Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress (I),706672.0,378461.0,53.6,95653.0,25.3,1980.0,Maharashtra,Maharashtra,1980
Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,617740.0,518637.0,84.0,98230.0,18.9,1980.0,West Bengal,West Bengal,1980
Parbhani,31,GEN,Maharashtra,Yadav Ramrao Narayanrao,Indian National Congress (I),647714.0,327980.0,50.6,98950.0,30.2,1980.0,Maharashtra,Maharashtra,1980
Parvathipuram,2,ST,Andhra Pradesh,K.C.Suryanarayana Deo Vyricherla,Indian National Congress (U),619702.0,363668.0,58.7,14800.0,4.1,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Patan,13,GEN,Gujarat,Parmar Hiralal Ranchhoddas,Indian National Congress (I),634437.0,265057.0,41.8,2754.0,1.0,1980.0,Gujarat,Gujarat,1980
Patiala,8,SC,Punjab,Amarender Singh,Indian National Congress (I),736383.0,467361.0,63.5,78979.0,16.9,1980.0,Punjab,Punjab,1980
Patna,35,GEN,Bihar [1947 - 1999],Ramavatar Shastri,Communist Party Of India,895002.0,425173.0,47.5,20413.0,4.8,1980.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1980
Peddapalli,36,SC,Andhra Pradesh,K. Rajamallu,Indian National Congress (I),739865.0,361428.0,48.9,109840.0,30.4,1980.0,Andhra Pradesh,Andhra Pradesh,1980
Perambalur,28,GEN,Tamil Nadu,Mani K.B.S.,Indian National Congress (I),694116.0,490148.0,70.6,99172.0,20.2,1980.0,Tamil Nadu,Tamil Nadu,1980
Periyakulam,25,GEN,Tamil Nadu,Natarajan Cumbum N.,Dravida Munetra Kazhagam,735391.0,506263.0,68.8,19882.0,3.9,1980.0,Tamil Nadu,Tamil Nadu,1980
Phillaur,5,SC,Punjab,Ch. Sundar Singh,Indian National Congress (I),776522.0,476741.0,61.4,67437.0,14.1,1980.0,Punjab,Punjab,1980
Phulbani,15,GEN,Orissa,Mrutyunjaya Nayak,Indian National Congress (I),679055.0,265717.0,39.1,79160.0,29.8,1980.0,Orissa,Odisha,1980
Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],B.D. Singh,Janta Party (SECULAR),679901.0,363876.0,53.5,38788.0,10.7,1980.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1980
