Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year,state_raw,state_canonical,election_year_clean
Tiruchirappalli,24,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1387140.0,988250.0,71.2,150476.0,15.2,2014.0,Tamil Nadu,Tamil Nadu,2014
Tirunelveli,38,GEN,Tamil Nadu,Prabakaran.K.R.P,All India Anna Dravida Munnetra Kazhagam,1420435.0,962330.0,67.8,126099.0,13.1,2014.0,Tamil Nadu,Tamil Nadu,2014
Tirupati,40,SC,Andhra Pradesh [2014 Onwards],Varaprasad Rao Velagapalli,Yuvajana Sramika Rythu Congress Party,1574544.0,1213064.0,77.0,37425.0,3.1,2014.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2014
Tiruppur,18,GEN,Tamil Nadu,V.Sathyabama,All India Anna Dravida Munnetra Kazhagam,1375589.0,1050190.0,76.3,179315.0,17.1,2014.0,Tamil Nadu,Tamil Nadu,2014
Tiruvannamalai,11,GEN,Tamil Nadu,Vanaroja R,All India Anna Dravida Munnetra Kazhagam,1352966.0,1067447.0,78.9,168606.0,15.8,2014.0,Tamil Nadu,Tamil Nadu,2014
Tonk-Sawai Madhopur,12,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775.0,1043040.0,61.0,135311.0,13.0,2014.0,Rajasthan,Rajasthan,2014
Tripura East,2,ST,Tripura,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4,484358.0,50.9,2014.0,Tripura,Tripura,2014
Tripura West,1,GEN,Tripura,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550.0,1072749.0,85.9,503486.0,46.9,2014.0,Tripura,Tripura,2014
Tumkur,19,GEN,Karnataka,Muddahanumegowda.S.P.,Indian National Congress,1518518.0,1101484.0,72.5,74041.0,6.7,2014.0,Karnataka,Karnataka,2014
Tura,2,ST,Meghalaya,Purno Agitok Sangma,National People's Party,586501.0,458071.0,78.1,39716.0,8.7,2014.0,Meghalaya,Meghalaya,2014
Udaipur,19,ST,Rajasthan,Arjunlal Meena,Bharatiya Janta Party,1817940.0,1193202.0,65.6,236762.0,19.8,2014.0,Rajasthan,Rajasthan,2014
Udhampur,5,GEN,Jammu & Kashmir,Dr. Jitendra Singh,Bharatiya Janta Party,1490244.0,1041758.0,69.9,60976.0,5.9,2014.0,Jammu & Kashmir,Jammu and Kashmir,2014
Udupi Chikmagalur,15,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1387295.0,1034108.0,74.5,181643.0,17.6,2014.0,Karnataka,Karnataka,2014
Ujiarpur,22,GEN,Bihar [2000 Onwards],Nityanand Rai,Bharatiya Janta Party,1428445.0,858920.0,60.1,60469.0,7.0,2014.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2014
Ujjain,22,SC,Madhya Pradesh [2000 Onwards],Prof. Chintamani Malviya,Bharatiya Janta Party,1525481.0,1016405.0,66.6,309663.0,30.5,2014.0,Madhya Pradesh [2000 Onwards],Madhya Pradesh [2000 Onwards],2014
Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1448632.0,1186027.0,81.9,201222.0,17.0,2014.0,West Bengal,West Bengal,2014
Unnao,33,GEN,Uttar Pradesh [2000 Onwards],Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392.0,1201603.0,55.5,310173.0,25.8,2014.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2014
Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1450599.0,1001038.0,69.0,140700.0,14.1,2014.0,Karnataka,Karnataka,2014
Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1182504.0,959342.0,81.1,3306.0,0.3,2014.0,Kerala,Kerala,2014
Vadodara,20,GEN,Gujarat,Narendra Modi,Bharatiya Janta Party,1638321.0,1161577.0,70.9,570128.0,49.1,2014.0,Gujarat,Gujarat,2014
Vaishali,16,GEN,Bihar [2000 Onwards],Rama Kishore Singh,Lok Jan Shakti Party,1587202.0,925937.0,58.3,99267.0,10.7,2014.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2014
Valmiki Nagar,1,GEN,Bihar [2000 Onwards],Satish Chandra Dubey,Bharatiya Janta Party,1456576.0,900114.0,61.8,117793.0,13.1,2014.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2014
Valsad,26,ST,Gujarat,Dr. K.C.Patel,Bharatiya Janta Party,1512061.0,1122203.0,74.2,208004.0,18.5,2014.0,Gujarat,Gujarat,2014
Varanasi,77,GEN,Uttar Pradesh [2000 Onwards],Narendra Modi,Bharatiya Janta Party,1767486.0,1030685.0,58.3,371784.0,36.1,2014.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2014
Vellore,8,GEN,Tamil Nadu,"Senguttuvan, B.",All India Anna Dravida Munnetra Kazhagam,1312251.0,974770.0,74.3,59393.0,6.1,2014.0,Tamil Nadu,Tamil Nadu,2014
Vidisha,18,GEN,Madhya Pradesh [2000 Onwards],Sushma Swaraj,Bharatiya Janta Party,1634370.0,1073473.0,65.7,410698.0,38.3,2014.0,Madhya Pradesh [2000 Onwards],Madhya Pradesh [2000 Onwards],2014
Vijayawada,29,GEN,Andhra Pradesh [2014 Onwards],Kesineni Srinivas,Telugu Desam,1564513.0,1195075.0,76.4,74862.0,6.3,2014.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2014
Viluppuram,13,SC,Tamil Nadu,Rajendran S,All India Anna Dravida Munnetra Kazhagam,1387007.0,1067641.0,77.0,193367.0,18.1,2014.0,Tamil Nadu,Tamil Nadu,2014
Virudhunagar,34,GEN,Tamil Nadu,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495.0,1010930.0,74.9,145551.0,14.4,2014.0,Tamil Nadu,Tamil Nadu,2014
Visakhapatnam,21,GEN,Andhra Pradesh [2014 Onwards],Kambhampati Hari Babu,Bharatiya Janta Party,1723037.0,1163558.0,67.5,90488.0,7.8,2014.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2014
Vizianagaram,20,GEN,Andhra Pradesh [2014 Onwards],Ashok Gajapathi Raju Pusapati,Telugu Desam,1404127.0,1120316.0,79.8,106911.0,9.5,2014.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2014
Warangal,15,SC,Telangana,Kadiyam Srihari,Telangana Rashtra Samithi,1537781.0,1174631.0,76.4,392574.0,33.4,2014.0,Telangana,Telangana,2014
Wardha,8,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1564553.0,1013445.0,64.8,215783.0,21.3,2014.0,Maharashtra,Maharashtra,2014
Wayanad,4,GEN,Kerala,M I Shanavas,Indian National Congress,1249420.0,915006.0,73.2,20870.0,2.3,2014.0,Kerala,Kerala,2014
West Delhi,6,GEN,Delhi [1977 Onwards],Parvesh Sahib Singh Verma,Bharatiya Janta Party,2039410.0,1347971.0,66.1,268586.0,19.9,2014.0,Delhi [1977 Onwards],Delhi [1977 Onwards],2014
Yavatmal-Washim,14,GEN,Maharashtra,Gawali Bhavana Pundlikrao,Shiv Sena,1743498.0,1032949.0,59.3,93816.0,9.1,2014.0,Maharashtra,Maharashtra,2014
Zahirabad,5,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246.0,1094806.0,75.8,144631.0,13.2,2014.0,Telangana,Telangana,2014
Adilabad,1,ST,Telangana,Soyam Bapu Rao,Bharatiya Janta Party,1382837.0,1063730.0,77.9,58560.0,5.5,2019.0,Telangana,Telangana,2019
Agra,18,SC,Uttar Pradesh [2000 Onwards],Satyapal Singh Baghel,Bharatiya Janta Party,1866262.0,1145323.0,61.7,211546.0,18.5,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Ahmadnagar,37,GEN,Maharashtra,Dr. Sujay Radhakrishna Vikhepatil,Bharatiya Janta Party,1793677.0,1203797.0,67.3,281474.0,23.4,2019.0,Maharashtra,Maharashtra,2019
Ahmedabad East,7,GEN,Gujarat,Patel Hasmukhbhai Somabhai,Bharatiya Janta Party,1713598.0,1116367.0,65.7,434330.0,38.9,2019.0,Gujarat,Gujarat,2019
Ahmedabad West,8,SC,Gujarat,Dr. Kirit P. Solanki,Bharatiya Janta Party,1580673.0,997024.0,64.0,321546.0,32.3,2019.0,Gujarat,Gujarat,2019
Ajmer,13,GEN,Rajasthan,Bhagirath Chaudhary,Bharatiya Janta Party,1844532.0,1262214.0,69.0,416424.0,33.0,2019.0,Rajasthan,Rajasthan,2019
Akbarpur,44,GEN,Uttar Pradesh [2000 Onwards],Devendra Singh 'bhole',Bharatiya Janta Party,1714490.0,1025314.0,60.3,275142.0,26.8,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Akola,6,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1757645.0,1119440.0,64.2,275596.0,24.6,2019.0,Maharashtra,Maharashtra,2019
Alappuzha,15,GEN,Kerala,Adv. A M Ariff,Communist Party Of India (Marxist),1298061.0,1088728.0,84.3,10474.0,1.0,2019.0,Kerala,Kerala,2019
Alathur,9,SC,Kerala,Ramya Haridas,Indian National Congress,1219063.0,1018743.0,84.2,158968.0,15.6,2019.0,Kerala,Kerala,2019
Aligarh,15,GEN,Uttar Pradesh [2000 Onwards],Satish Kumar Gautam,Bharatiya Janta Party,1847005.0,1163184.0,63.3,229261.0,19.7,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Alipurduars,2,ST,West Bengal,John Barla,Bharatiya Janta Party,1527563.0,1380217.0,91.7,243989.0,17.7,2019.0,West Bengal,West Bengal,2019
Allahabad,52,GEN,Uttar Pradesh [2000 Onwards],Rita Bahuguna Joshi,Bharatiya Janta Party,1679883.0,889056.0,53.4,184275.0,20.7,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Almora,3,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1287611.0,694472.0,55.1,232986.0,33.5,2019.0,Uttarakhand,Uttarakhand,2019
Alwar,8,GEN,Rajasthan,Balak Nath,Bharatiya Janta Party,2059180.0,1265674.0,61.7,329971.0,26.1,2019.0,Rajasthan,Rajasthan,2019
Amalapuram,7,,Andhra Pradesh [2014 Onwards],Chinta Anuradha,Yuvajana Sramika Rythu Congress Party,1156280.0,1232895.0,108.1,39795.0,3.2,2019.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2019
Ambala,1,SC,Haryana,Rattan Lal Kataria,Bharatiya Janta Party,1757524.0,1316235.0,75.3,342345.0,26.0,2019.0,Haryana,Haryana,2019
Ambedkar Nagar,55,GEN,Uttar Pradesh [2000 Onwards],Ritesh Pandey,Bahujan Samaj Party,1744287.0,1090152.0,63.2,95880.0,8.8,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Amethi,37,GEN,Uttar Pradesh [2000 Onwards],Smriti Irani,Bharatiya Janta Party,1703510.0,942453.0,55.6,55120.0,5.8,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Amravati,7,SC,Maharashtra,Navnit Ravi Rana,Independent,1752097.0,1112385.0,63.8,36951.0,3.3,2019.0,Maharashtra,Maharashtra,2019
Amreli,14,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,1602346.0,909167.0,57.8,201431.0,22.2,2019.0,Gujarat,Gujarat,2019
Amritsar,2,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1468972.0,859513.0,59.1,99626.0,11.6,2019.0,Punjab,Punjab,2019
Amroha,9,GEN,Uttar Pradesh [2000 Onwards],Kunwar Danish Ali,Bahujan Samaj Party,1596897.0,1169182.0,73.6,63248.0,5.4,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Anakapalli,5,,Andhra Pradesh [2014 Onwards],Dr.Beesetti Venkata Satyavathi,Yuvajana Sramika Rythu Congress Party,1397335.0,1238491.0,91.1,89192.0,7.2,2019.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2019
Anand,16,GEN,Gujarat,Patel Mitesh Rameshbhai (BAKABHAI),Bharatiya Janta Party,1614307.0,1108661.0,69.8,197718.0,17.8,2019.0,Gujarat,Gujarat,2019
Anandpur Sahib,6,GEN,Punjab,Manish Tewari,Indian National Congress,1648822.0,1081727.0,66.7,46884.0,4.3,2019.0,Punjab,Punjab,2019
Anantapur,19,,Andhra Pradesh [2014 Onwards],Talari Rangaiah,Yuvajana Sramika Rythu Congress Party,1489758.0,1342306.0,91.2,141428.0,10.5,2019.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2019
Anantnag,3,,Jammu & Kashmir,Hasnain Masoodi,Jammu & Kashmir National Conference,1301023.0,124896.0,9.7,6676.0,5.3,2019.0,Jammu & Kashmir,Jammu and Kashmir,2019
Andaman And Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Kuldeep Rai Sharma,Indian National Congress,269360.0,207296.0,77.5,1407.0,0.7,2019.0,Andaman & Nicobar Islands,Andaman & Nicobar Islands,2019
Aonla,24,GEN,Uttar Pradesh [2000 Onwards],Dharmendra Kashyap,Bharatiya Janta Party,1750190.0,1052795.0,60.7,113743.0,10.8,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Arakkonam,7,GEN,Tamil Nadu,S. Jagathrakshakan,Dravida Munetra Kazhagam,1461110.0,1178060.0,81.5,328956.0,27.9,2019.0,Tamil Nadu,Tamil Nadu,2019
Arambagh,29,SC,West Bengal,Aparupa Poddar (AFRIN ALI),All India Trinamool Congress,1631133.0,1471981.0,91.5,1142.0,0.1,2019.0,West Bengal,West Bengal,2019
Arani,12,GEN,Tamil Nadu,Vishnu Prasad M K,Indian National Congress,1407725.0,1143907.0,82.5,230806.0,20.2,2019.0,Tamil Nadu,Tamil Nadu,2019
Araria,9,GEN,Bihar [2000 Onwards],Pradeep Kumar Singh,Bharatiya Janta Party,1469717.0,1169630.0,81.0,137241.0,11.7,2019.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2019
Arrah,32,GEN,Bihar [2000 Onwards],R. K. Singh,Bharatiya Janta Party,2055316.0,1080684.0,53.6,147285.0,13.6,2019.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2019
Aruku,1,,Andhra Pradesh [2014 Onwards],Goddeti. Madhavi,Yuvajana Sramika Rythu Congress Party,1358657.0,1074538.0,82.6,224089.0,20.9,2019.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2019
Arunachal East,2,GENP,Arunachal Pradesh,Tapir Gao,Bharatiya Janta Party,335682.0,293781.0,89.2,69948.0,23.8,2019.0,Arunachal Pradesh,Arunachal Pradesh,2019
Arunachal West,1,GENP,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,458680.0,358310.0,78.5,174843.0,48.8,2019.0,Arunachal Pradesh,Arunachal Pradesh,2019
Asansol,40,GEN,West Bengal,Babul Supriyo,Bharatiya Janta Party,1770467.0,1238135.0,70.8,197637.0,16.0,2019.0,West Bengal,West Bengal,2019
Aska,19,GEN,Orissa,Pramila Bisoyi,Biju Janata Dal,1494153.0,1013862.0,69.0,204707.0,20.2,2019.0,Orissa,Odisha,2019
Attingal,19,GEN,Kerala,Adv. Adoor Prakash,Indian National Congress,1313675.0,1004888.0,76.9,38247.0,3.8,2019.0,Kerala,Kerala,2019
Aurangabad,19,GEN,Maharashtra,Imtiaz Jaleel Syed,All India Majlis-E-Ittehadul Muslimeen,1762823.0,1198221.0,68.3,4492.0,0.4,2019.0,Maharashtra,Maharashtra,2019
Aurangabad,37,GEN,Bihar [2000 Onwards],Sushil Kumar Singh,Bharatiya Janta Party,1737821.0,941595.0,55.5,72607.0,7.7,2019.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2019
Autonomous District,3,ST,Assam,Horen Sing Bey,Bharatiya Janta Party,761744.0,617735.0,82.2,239626.0,38.8,2019.0,Assam,Assam,2019
Azamgarh,69,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,1773820.0,1029112.0,58.4,259874.0,25.3,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Badaun,23,GEN,Uttar Pradesh [2000 Onwards],Dr. Sanghmitra Maurya,Bharatiya Janta Party,2199914.0,1081108.0,49.5,18454.0,1.7,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Bagalkot,3,GEN,Karnataka,Gaddigoudar Parvatagouda Chandanagouda,Bharatiya Janta Party,1688394.0,1204613.0,72.0,168187.0,14.0,2019.0,Karnataka,Karnataka,2019
Baghpat,11,GEN,Uttar Pradesh [2000 Onwards],Dr. Satyapal Singh,Bharatiya Janta Party,1558020.0,1044894.0,67.4,23502.0,2.2,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Baharampur,10,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1746812.0,1299997.0,75.2,80696.0,6.2,2019.0,West Bengal,West Bengal,2019
Bahraich,56,SC,Uttar Pradesh [2000 Onwards],Akshaibar Lal,Bharatiya Janta Party,1686646.0,989848.0,59.5,128752.0,13.0,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Balaghat,15,GEN,Madhya Pradesh [2000 Onwards],Dr Dhal Singh Bisen,Bharatiya Janta Party,1725505.0,1372018.0,79.8,242066.0,17.6,2019.0,Madhya Pradesh [2000 Onwards],Madhya Pradesh [2000 Onwards],2019
Balasore,6,GEN,Orissa,Pratap Chandra Sarangi,Bharatiya Janta Party,1471650.0,1157871.0,79.2,12956.0,1.1,2019.0,Orissa,Odisha,2019
Ballia,72,GEN,Uttar Pradesh [2000 Onwards],Virendra Singh,Bharatiya Janta Party,1792821.0,989732.0,55.7,15519.0,1.6,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Balurghat,6,GEN,West Bengal,Sukanta Majumdar,Bharatiya Janta Party,1543162.0,1197849.0,78.5,33293.0,2.8,2019.0,West Bengal,West Bengal,2019
Banaskantha,2,GEN,Gujarat,Parbatbhai Savabhai Patel,Bharatiya Janta Party,1512076.0,1102081.0,73.7,368296.0,33.4,2019.0,Gujarat,Gujarat,2019
Banda,48,GEN,Uttar Pradesh [2000 Onwards],R.K. Singh Patel,Bharatiya Janta Party,1659357.0,1034549.0,63.5,58938.0,5.7,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Bangalore Cent,25,GEN,Karnataka,P. C. Mohan,Bharatiya Janta Party,2165307.0,1197234.0,55.8,70968.0,5.9,2019.0,Karnataka,Karnataka,2019
Bangalore Nort,24,GEN,Karnataka,D.V. Sadananda Gowda,Bharatiya Janta Party,2819424.0,1559459.0,55.7,147518.0,9.5,2019.0,Karnataka,Karnataka,2019
Bangalore Rura,23,GEN,Karnataka,D.K. Suresh,Indian National Congress,1601076.0,1621906.0,102.1,206870.0,12.8,2019.0,Karnataka,Karnataka,2019
Bangalore Sout,26,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,2175375.0,1188491.0,55.1,331192.0,27.9,2019.0,Karnataka,Karnataka,2019
Bangaon,14,SC,West Bengal,Shantanu Thakur,Bharatiya Janta Party,1618541.0,1407758.0,87.4,111594.0,7.9,2019.0,West Bengal,West Bengal,2019
Banka,27,GEN,Bihar [2000 Onwards],Giridhari Yadav,Janata Dal (United),1687940.0,995806.0,59.4,200532.0,20.1,2019.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2019
Bankura,36,GEN,West Bengal,Dr. Subhas Sarkar,Bharatiya Janta Party,1770248.0,1371855.0,78.3,174333.0,12.7,2019.0,West Bengal,West Bengal,2019
Bansgaon,67,SC,Uttar Pradesh [2000 Onwards],Kamlesh Paswan,Bharatiya Janta Party,1748683.0,969136.0,56.2,153468.0,15.8,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Banswara,20,ST,Rajasthan,Kanakmal Katara,Bharatiya Janta Party,1920325.0,1439671.0,76.5,305464.0,21.2,2019.0,Rajasthan,Rajasthan,2019
Bapatla,15,,Andhra Pradesh [2014 Onwards],Nandigam Suresh,Yuvajana Sramika Rythu Congress Party,1361646.0,1266492.0,94.0,16065.0,1.3,2019.0,Andhra Pradesh [2014 Onwards],Andhra Pradesh [2014 Onwards],2019
Barabanki,53,SC,Uttar Pradesh [2000 Onwards],Upendra Singh Rawat,Bharatiya Janta Party,1762832.0,1155341.0,66.0,110140.0,9.5,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Baramati,35,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party,2025795.0,1304728.0,64.8,155774.0,11.9,2019.0,Maharashtra,Maharashtra,2019
Baramulla,1,,Jammu & Kashmir,Mohammad Akbar Lone,Jammu & Kashmir National Conference,1190745.0,455550.0,38.9,30233.0,6.6,2019.0,Jammu & Kashmir,Jammu and Kashmir,2019
Barasat,17,GEN,West Bengal,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,1882204.0,1394766.0,75.1,109983.0,7.9,2019.0,West Bengal,West Bengal,2019
Bardhaman Purb,38,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,1836635.0,1439286.0,79.0,89311.0,6.2,2019.0,West Bengal,West Bengal,2019
Bardoli,23,ST,Gujarat,Parbhubhai Nagarbhai Vasava,Bharatiya Janta Party,1779851.0,1348038.0,77.0,215447.0,16.0,2019.0,Gujarat,Gujarat,2019
Bareilly,25,GEN,Uttar Pradesh [2000 Onwards],Santosh Kumar Gangwar,Bharatiya Janta Party,1760865.0,1068342.0,60.9,167282.0,15.7,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Bargarh,1,GEN,Orissa,Suresh Pujari,Bharatiya Janta Party,1530044.0,1247912.0,82.5,63939.0,5.1,2019.0,Orissa,Odisha,2019
Barmer,17,GEN,Rajasthan,Kailash Choudhary,Bharatiya Janta Party,2320339.0,1422271.0,62.1,323808.0,22.8,2019.0,Rajasthan,Rajasthan,2019
Barpeta,6,GEN,Assam,Abdul Khaleque,Indian National Congress,1449560.0,1458549.0,101.3,140307.0,9.6,2019.0,Assam,Assam,2019
Barrackpore,15,GEN,West Bengal,Arjun Singh,Bharatiya Janta Party,1551157.0,1104517.0,72.0,14857.0,1.3,2019.0,West Bengal,West Bengal,2019
Basirhat,18,GEN,West Bengal,Nusrat Jahan Ruhi,All India Trinamool Congress,1833511.0,1433339.0,78.7,350369.0,24.4,2019.0,West Bengal,West Bengal,2019
Bastar,10,ST,Chhattisgarh,Deepak Baij,Indian National Congress,1357443.0,912846.0,70.3,38982.0,4.3,2019.0,Chhattisgarh,Chhattisgarh,2019
Basti,61,GEN,Uttar Pradesh [2000 Onwards],Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,1839900.0,1054539.0,57.9,30354.0,2.9,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Bathinda,11,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1589895.0,1200810.0,76.4,21772.0,1.8,2019.0,Punjab,Punjab,2019
Beed,39,GEN,Maharashtra,Pritam Gopinathrao Munde,Bharatiya Janta Party,1621102.0,1352399.0,83.6,168368.0,12.4,2019.0,Maharashtra,Maharashtra,2019
Begusarai,24,GEN,Bihar [2000 Onwards],Giriraj Singh,Bharatiya Janta Party,1942769.0,1225594.0,64.1,422217.0,34.4,2019.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2019
Belgaum,2,GEN,Karnataka,Angadi Suresh Channabasappa,Bharatiya Janta Party,1749746.0,1205229.0,69.1,391304.0,32.5,2019.0,Karnataka,Karnataka,2019
Bellary,9,ST,Karnataka,Y. Devendrappa,Bharatiya Janta Party,1713330.0,1221926.0,71.9,55707.0,4.6,2019.0,Karnataka,Karnataka,2019
Berhampur,20,GEN,Orissa,Chandra Sekhar Sahu,Biju Janata Dal,1433671.0,989910.0,70.1,94844.0,9.6,2019.0,Orissa,Odisha,2019
Betul,29,ST,Madhya Pradesh [2000 Onwards],Durga Das (D.D.) UIKEY,Bharatiya Janta Party,1702517.0,1357857.0,81.1,360241.0,26.5,2019.0,Madhya Pradesh [2000 Onwards],Madhya Pradesh [2000 Onwards],2019
Bhadohi,78,GEN,Uttar Pradesh [2000 Onwards],Ramesh Chand,Bharatiya Janta Party,1886673.0,1039390.0,55.6,43615.0,4.2,2019.0,Uttar Pradesh [2000 Onwards],Uttar Pradesh [2000 Onwards],2019
Bhadrak,7,SC,Orissa,Manjulata Mandal,Biju Janata Dal,1583464.0,1223754.0,77.7,28803.0,2.4,2019.0,Orissa,Odisha,2019
Bhagalpur,26,GEN,Bihar [2000 Onwards],Ajay Kumar Mandal,Janata Dal (United),1811980.0,1042518.0,59.3,277630.0,26.6,2019.0,Bihar [2000 Onwards],Bihar [2000 Onwards],2019
Bhandara - Gon,11,GEN,Maharashtra,Sunil Baburao Mendhe,Bharatiya Janta Party,1756518.0,1244931.0,71.5,197394.0,15.9,2019.0,Maharashtra,Maharashtra,2019
Bharatpur,9,SC,Rajasthan,Ranjeeta Koli,Bharatiya Janta Party,1897465.0,1146797.0,60.7,318399.0,27.8,2019.0,Rajasthan,Rajasthan,2019
Bharuch,22,GEN,Gujarat,Mansukhbhai Dhanjibhai Vasava,Bharatiya Janta Party,1522113.0,1149725.0,76.0,334214.0,29.1,2019.0,Gujarat,Gujarat,2019
Bhavnagar,15,GEN,Gujarat,Dr.Bharatiben Dhirubhai Shiyal,Bharatiya Janta Party,1734124.0,1041279.0,61.0,329519.0,31.6,2019.0,Gujarat,Gujarat,2019
Bhilwara,23,GEN,Rajasthan,Subhash Chandra Baheria,Bharatiya Janta Party,1958631.0,1310513.0,67.8,612000.0,46.7,2019.0,Rajasthan,Rajasthan,2019
Bhind,2,SC,Madhya Pradesh [2000 Onwards],Sandhya Ray,Bharatiya Janta Party,1711977.0,960687.0,56.4,199885.0,20.8,2019.0,Madhya Pradesh [2000 Onwards],Madhya Pradesh [2000 Onwards],2019
Bhiwandi,23,GEN,Maharashtra,Kapil Moreshwar Patil,Bharatiya Janta Party,1785952.0,1005172.0,57.2,156329.0,15.6,2019.0,Maharashtra,Maharashtra,2019
Bhiwani-Mahend,8,GEN,Haryana,Dharambir Singh S/o Bhale Ram,Bharatiya Janta Party,1566494.0,1161115.0,74.3,444463.0,38.3,2019.0,Haryana,Haryana,2019
Bhongir,14,GEN,Telangana,Komati Reddy Venkat Reddy,Indian National Congress,1544683.0,1212631.0,79.3,5219.0,0.4,2019.0,Telangana,Telangana,2019
Bhopal,19,GEN,Madhya Pradesh [2000 Onwards],Sadhvi Pragya Singh Thakur,Bharatiya Janta Party,2075376.0,1407954.0,68.1,364822.0,25.9,2019.0,Madhya Pradesh [2000 Onwards],Madhya Pradesh [2000 Onwards],2019
Bhubaneswar,18,GEN,Orissa,Aparajita Sarangi,Bharatiya Janta Party,1600900.0,1005215.0,63.2,23839.0,2.4,2019.0,Orissa,Odisha,2019
Bidar,7,GEN,Karnataka,Bhagwanth Khuba,Bharatiya Janta Party,1740232.0,1117167.0,64.3,116834.0,10.5,2019.0,Karnataka,Karnataka,2019
